name;rating;convenience;security;functionality;comment 
Лифт 59;0.4;1;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Кошара 38;4.2;5;2;4;Это здание прекрасно вписывается в окружающий ландшафт.
Стадион 64;3.7;1;2;5;Это здание является примером функционального дизайна.
Страусятник 52;2.7;3;1;1;У этого здания отличная архитектура.
Гусятник 98;1.7;1;1;4;Это здание является примером функционального дизайна.
Отель 37;1.6;1;5;5;Это великолепное здание!
Кафе 87;1.1;4;1;4;Это здание имеет стандартную конструкцию.
Мансарда 25;1.0;3;2;4;У этого здания отличная архитектура.
Утятник 21;3.0;4;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Мануфактура 89;4.5;5;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Сеть 63;4.1;1;4;5;Это здание не имеет особых архитектурных особенностей.
Скворечник 96;2.4;4;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Ангар 18;3.7;1;5;4;Это здание имеет стандартную конструкцию.
Отель 37;0.9;4;2;5;Это здание представляет собой типичный образец современной архитектуры.
Утятник 22;0.1;3;4;1;Мне нравится дизайн этого здания.
Сеть 63;0.4;2;5;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Пандус 35;1.6;1;1;3;Это здание представляет собой типичный образец современной архитектуры.
Ферма 7;4.5;2;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Силок 93;2.5;3;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Верфь 31;0.4;4;5;5;Это здание является примером функционального дизайна.
Церковь 50;1.0;2;3;2;Это здание не имеет особых архитектурных особенностей.
Шале 62;3.0;2;4;4;Это здание является примером функционального дизайна.
Канализация 5;0.2;3;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Парк 16;4.3;5;1;1;Это здание построено из стандартных строительных материалов.
Утятник 21;1.2;3;2;5;Это здание представляет собой типичный образец современной архитектуры.
Овчарня 67;1.3;5;4;4;Это здание не имеет особых архитектурных особенностей.
Мануфактура 89;2.5;4;4;5;У этого здания отличная архитектура.
Университет 24;0.2;3;1;2;Это здание очень функционально.
Мануфактура 89;4.4;5;4;1;Это здание не имеет особых архитектурных особенностей.
Цирк 63;1.1;4;2;2;Это здание прекрасно вписывается в окружающий ландшафт.
Свиноферма 8;2.1;4;5;4;Это великолепное здание!
Пирс 96;1.8;3;1;5;Это здание представляет собой типичный образец современной архитектуры.
Ламарий 79;2.0;3;2;3;Это здание представляет собой типичный образец современной архитектуры.
Мостки 78;1.3;4;3;4;Это здание построено из стандартных строительных материалов.
Супермаркет 32;4.7;5;5;4;Это здание не имеет особых архитектурных особенностей.
Логово 53;4.9;3;2;1;Это здание не имеет особых архитектурных особенностей.
Петля 100;1.6;5;3;5;Это здание представляет собой типичный образец современной архитектуры.
Замок 46;4.0;5;4;4;Это здание имеет стандартную конструкцию.
Улей 14;2.7;3;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Автомойка 6;0.5;1;1;3;Это здание построено из стандартных строительных материалов.
Автомойка 76;4.7;4;2;3;Это здание имеет стандартную конструкцию.
Верфь 31;1.6;2;1;1;Мне нравится дизайн этого здания.
Шале 48;1.1;3;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Гараж 50;3.4;2;3;1;У этого здания отличная архитектура.
Автомойка 6;0.9;4;3;5;Это здание имеет стандартную конструкцию.
Дуплянка 30;0.8;1;4;2;Мне нравится дизайн этого здания.
Мостки 70;3.1;4;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Нефтепровод 1;2.3;1;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Банк 25;0.1;1;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Логово 53;3.0;2;4;4;Это здание построено из стандартных строительных материалов.
Лифт 59;3.3;2;2;5;Это здание имеет стандартную конструкцию.
Петля 100;2.7;1;4;4;Мне нравится дизайн этого здания.
Страусятник 52;2.2;1;1;5;Это великолепное здание!
Док 30;4.6;4;3;4;Это здание является примером функционального дизайна.
Дуплянка 85;3.3;3;3;4;Это здание очень функционально.
Улей 94;1.7;5;3;3;Это здание представляет собой типичный образец современной архитектуры.
Верфь 31;1.3;5;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Верфь 31;2.2;1;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Электростанция 69;2.3;5;1;2;Мне нравится дизайн этого здания.
Гусятник 50;1.2;4;3;3;Это великолепное здание!
Цирк 63;3.3;4;3;2;Это здание имеет стандартную конструкцию.
Борть 76;5.0;3;4;4;Это здание является примером функционального дизайна.
Лестница 83;4.9;4;5;5;Это здание является примером функционального дизайна.
Волчатник 91;1.8;2;4;5;У этого здания отличная архитектура.
Дуплянка 19;3.5;5;2;3;Это здание не имеет особых архитектурных особенностей.
Мансарда 25;4.4;4;1;1;Это здание имеет стандартную конструкцию.
Лифт 59;3.6;4;1;4;Это здание имеет стандартную конструкцию.
Парк 32;2.0;2;1;5;Это здание представляет собой типичный образец современной архитектуры.
Улей 14;0.3;2;1;3;Это здание не имеет особых архитектурных особенностей.
Кафе 90;0.8;3;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Эскалатор 93;3.9;2;3;3;Это здание построено из стандартных строительных материалов.
Кафе 38;1.1;4;2;5;Это здание имеет стандартную конструкцию.
Утятник 22;4.6;1;1;1;У этого здания отличная архитектура.
Церковь 50;1.5;1;3;1;Это здание имеет стандартную конструкцию.
Ресторан 74;0.9;1;2;1;Это здание построено из стандартных строительных материалов.
Паутинник 64;4.7;4;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ферма 7;1.5;1;3;1;Это здание имеет стандартную конструкцию.
Эскалатор 93;0.1;3;3;4;Это здание имеет стандартную конструкцию.
Гусятник 98;1.1;2;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Тоннель 30;4.5;2;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Мостки 47;0.7;3;4;1;Это здание не имеет особых архитектурных особенностей.
Дуплянка 63;1.7;5;2;1;Это здание не имеет особых архитектурных особенностей.
Школа 1;3.0;2;2;3;Это здание представляет собой типичный образец современной архитектуры.
Дуплянка 85;0.2;5;1;5;Это здание прекрасно вписывается в окружающий ландшафт.
Утятник 22;1.7;2;2;2;Это здание прекрасно вписывается в окружающий ландшафт.
Гусятник 50;4.4;3;4;2;Это здание является примером функционального дизайна.
Страусятник 25;1.5;1;4;2;У этого здания отличная архитектура.
Верблюжатник 30;3.0;2;3;1;Это великолепное здание!
Мостки 70;2.7;2;4;2;Это великолепное здание!
Кафе 38;4.8;4;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Парк 32;3.7;4;4;4;Это здание имеет стандартную конструкцию.
Гараж 50;1.3;3;2;3;Это здание очень функционально.
Гараж 50;1.8;3;4;2;Это здание не имеет особых архитектурных особенностей.
Церковь 50;3.2;4;5;5;Это здание очень функционально.
Гусятник 5;1.6;4;2;5;Это здание имеет стандартную конструкцию.
Дуплянка 85;4.2;1;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Курятник 85;2.3;4;1;4;Это здание построено из стандартных строительных материалов.
Дуплянка 30;1.5;1;1;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Скворечник 89;4.1;3;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Университет 24;2.6;5;3;5;Это здание имеет стандартную конструкцию.
Логово 50;2.1;5;1;2;Это здание не имеет особых архитектурных особенностей.
Ангар 18;4.8;4;1;3;Это здание построено из стандартных строительных материалов.
Парк 32;2.6;1;1;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Склад 16;3.4;3;5;4;Это великолепное здание!
Лифт 59;4.2;5;5;2;Это здание является примером функционального дизайна.
Газопровод 16;4.9;3;4;5;Это здание не имеет особых архитектурных особенностей.
Банк 25;0.9;2;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Университет 24;0.4;5;1;5;Это здание является примером функционального дизайна.
Университет 24;1.2;5;3;3;Это здание представляет собой типичный образец современной архитектуры.
Логово 53;2.9;1;5;4;Мне нравится дизайн этого здания.
Университет 24;0.6;3;2;2;Это здание прекрасно вписывается в окружающий ландшафт.
Ангар 18;4.4;3;5;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Страусятник 25;2.8;2;5;3;Это великолепное здание!
Больница 70;2.4;5;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Верфь 31;0.9;2;3;5;Это здание представляет собой типичный образец современной архитектуры.
Автомойка 76;0.5;4;1;3;Это здание не имеет особых архитектурных особенностей.
Мостки 70;3.5;1;3;2;Это здание имеет стандартную конструкцию.
Эскалатор 37;0.4;4;1;5;Это здание представляет собой типичный образец современной архитектуры.
Эскалатор 37;0.7;2;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Гнездо 16;0.1;4;2;2;Это великолепное здание!
Страусятник 52;3.8;5;5;2;Это здание не имеет особых архитектурных особенностей.
Гнездо 84;4.2;2;4;2;У этого здания отличная архитектура.
Логово 62;2.2;5;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Шале 62;0.4;1;4;4;Это здание построено из стандартных строительных материалов.
Мостки 70;0.3;3;5;5;Это здание построено из стандартных строительных материалов.
Отель 37;1.2;3;3;1;Это здание является примером функционального дизайна.
Док 30;1.0;2;5;4;Это здание представляет собой типичный образец современной архитектуры.
ТЭЦ 23;4.5;2;5;4;Это здание является примером функционального дизайна.
Канализация 71;3.8;2;3;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Мостки 70;3.9;1;4;1;У этого здания отличная архитектура.
Парк 16;0.2;1;1;2;Это здание является примером функционального дизайна.
Логово 50;4.8;1;3;5;Это здание представляет собой типичный образец современной архитектуры.
Скворечник 89;1.1;4;3;4;Это здание построено из стандартных строительных материалов.
Парк 55;1.2;1;1;1;Мне нравится дизайн этого здания.
Парк 16;4.3;1;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Логово 53;4.4;2;2;3;Это здание не имеет особых архитектурных особенностей.
Нефтепровод 1;1.8;3;3;3;Это здание является примером функционального дизайна.
Ангар 18;2.8;2;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Верфь 25;4.7;4;1;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Дуплянка 19;2.8;1;1;5;Это здание построено из стандартных строительных материалов.
Отель 37;1.3;2;5;3;Это великолепное здание!
Ангар 18;5.0;2;5;2;Это здание имеет стандартную конструкцию.
Мануфактура 89;1.2;2;5;1;Это здание прекрасно вписывается в окружающий ландшафт.
Скворечник 96;5.0;5;2;1;Это здание очень функционально.
Кафе 38;3.8;5;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верфь 25;1.3;4;4;1;Это здание является примером функционального дизайна.
Курятник 85;0.7;5;4;5;У этого здания отличная архитектура.
Шале 62;1.6;3;3;2;Это здание не имеет особых архитектурных особенностей.
Ферма 7;4.1;5;2;4;Мне нравится дизайн этого здания.
Замок 46;3.3;3;2;5;Это здание построено из стандартных строительных материалов.
Лестница 83;1.8;4;1;3;Это здание не имеет особых архитектурных особенностей.
Гусятник 98;3.2;4;4;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Цирк 63;0.1;1;4;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Электростанция 69;4.4;1;4;2;Это здание очень функционально.
Док 30;1.9;4;3;4;Это здание представляет собой типичный образец современной архитектуры.
Док 30;1.3;1;3;2;Это здание не имеет особых архитектурных особенностей.
Ламарий 79;1.4;1;3;1;Это здание построено из стандартных строительных материалов.
Бункер 57;1.6;4;1;2;Это здание представляет собой типичный образец современной архитектуры.
Курятник 85;1.5;1;2;2;Это здание имеет стандартную конструкцию.
Эскалатор 93;3.8;5;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Верблюжатник 30;0.6;3;1;2;Это великолепное здание!
Мостки 47;4.6;1;5;5;Это здание не имеет особых архитектурных особенностей.
Улей 14;4.1;3;3;1;Это здание построено из стандартных строительных материалов.
Верфь 25;2.9;4;1;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Банк 25;1.1;3;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Лестница 83;1.6;3;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Парк 32;4.6;4;4;4;Это здание представляет собой типичный образец современной архитектуры.
Больница 12;1.9;1;5;5;Это здание не имеет особых архитектурных особенностей.
Мануфактура 89;3.6;3;1;2;Это здание представляет собой типичный образец современной архитектуры.
Ферма 7;1.5;3;1;4;Это здание представляет собой типичный образец современной архитектуры.
Газопровод 16;3.3;3;5;3;Это здание не имеет особых архитектурных особенностей.
Волчатник 89;3.3;3;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кошара 38;1.4;1;5;1;Это великолепное здание!
Стадион 64;1.9;3;5;1;Мне нравится дизайн этого здания.
Скворечник 89;3.4;3;4;2;Это здание не имеет особых архитектурных особенностей.
Овчарня 67;4.2;4;1;2;Это здание является примером функционального дизайна.
Больница 12;0.9;2;3;1;Это здание не имеет особых архитектурных особенностей.
Страусятник 25;4.7;5;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Автомойка 76;2.1;3;3;4;Это здание не имеет особых архитектурных особенностей.
Тоннель 30;0.9;1;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Улей 94;0.6;2;5;5;Мне нравится дизайн этого здания.
Автомойка 76;1.7;3;3;3;Это здание построено из стандартных строительных материалов.
Петля 100;3.0;3;5;5;Это здание является примером функционального дизайна.
Утятник 21;2.9;4;1;2;Это великолепное здание!
Дуплянка 30;3.4;4;3;3;Это здание является примером функционального дизайна.
Мансарда 25;1.6;2;1;5;Это здание построено из стандартных строительных материалов.
Ангар 18;1.0;3;1;5;Это здание построено из стандартных строительных материалов.
Мостки 47;2.4;3;4;5;Это здание имеет стандартную конструкцию.
Страусятник 52;1.5;4;3;3;Это здание является примером функционального дизайна.
Офис 88;4.0;2;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Эскалатор 37;0.9;2;4;5;Это здание представляет собой типичный образец современной архитектуры.
Верфь 25;3.0;5;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Дуплянка 19;4.1;4;2;4;Мне нравится дизайн этого здания.
Электростанция 69;5.0;2;5;5;Это здание не имеет особых архитектурных особенностей.
Парк 16;2.6;5;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Гусятник 7;3.3;5;5;1;У этого здания отличная архитектура.
Гараж 50;2.0;1;3;4;Это здание не имеет особых архитектурных особенностей.
Эскалатор 37;0.6;1;5;2;Это здание прекрасно вписывается в окружающий ландшафт.
Гусятник 84;2.0;1;1;2;Мне нравится дизайн этого здания.
Тоннель 40;3.9;4;1;2;Это здание представляет собой типичный образец современной архитектуры.
Ламарий 79;3.3;2;3;2;Это здание прекрасно вписывается в окружающий ландшафт.
Док 30;4.8;1;1;5;Это здание имеет стандартную конструкцию.
Канализация 71;1.6;1;5;1;Это здание построено из стандартных строительных материалов.
Стадион 64;1.8;2;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Дуплянка 19;1.5;1;4;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Отель 37;1.3;1;4;3;У этого здания отличная архитектура.
Бункер 57;3.7;5;4;4;Это здание не имеет особых архитектурных особенностей.
Кафе 38;2.4;5;5;1;Это здание является примером функционального дизайна.
Институт 47;3.2;5;1;3;Это великолепное здание!
Страусятник 25;2.7;1;3;1;Это здание представляет собой типичный образец современной архитектуры.
Паутинник 25;1.1;5;5;3;Это здание построено из стандартных строительных материалов.
Дуплянка 19;2.8;5;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Пандус 35;3.9;5;4;5;Это здание имеет стандартную конструкцию.
Верблюжатник 30;3.7;1;4;1;Это здание очень функционально.
Дуплянка 30;4.4;1;5;5;Это здание имеет стандартную конструкцию.
Тоннель 40;1.4;3;5;4;Мне нравится дизайн этого здания.
Парк 16;3.0;3;2;4;Это здание представляет собой типичный образец современной архитектуры.
Цирк 63;1.6;2;5;5;Это здание является примером функционального дизайна.
Нефтепровод 1;3.9;5;3;1;Это здание представляет собой типичный образец современной архитектуры.
Страусятник 25;1.9;4;1;2;Мне нравится дизайн этого здания.
Супермаркет 32;0.4;2;2;1;Это здание построено из стандартных строительных материалов.
Улей 94;2.2;1;3;3;Это здание построено из стандартных строительных материалов.
Нефтепровод 1;4.7;2;3;4;Это здание является примером функционального дизайна.
Борть 76;4.4;5;4;3;Это здание представляет собой типичный образец современной архитектуры.
Университет 24;3.5;1;2;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Автомойка 6;5.0;5;3;4;Мне нравится дизайн этого здания.
Курятник 51;1.0;5;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Гусятник 50;0.4;5;4;3;Это здание построено из стандартных строительных материалов.
Свиноферма 69;1.2;4;5;3;Мне нравится дизайн этого здания.
Верфь 25;4.2;5;4;3;У этого здания отличная архитектура.
Эскалатор 37;3.2;3;3;1;Это здание построено из стандартных строительных материалов.
Лестница 83;3.2;1;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Ламарий 79;1.3;1;4;2;Это здание имеет стандартную конструкцию.
Скворечник 89;4.1;5;2;4;Это здание построено из стандартных строительных материалов.
Мостки 78;3.7;1;3;5;Это здание очень функционально.
Сеть 63;0.2;1;1;3;Это великолепное здание!
Банк 25;2.5;1;3;2;Это здание построено из стандартных строительных материалов.
Верблюжатник 30;2.9;4;5;3;Это здание является примером функционального дизайна.
Офис 88;0.3;4;1;2;Это здание представляет собой типичный образец современной архитектуры.
Ферма 7;4.1;2;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кафе 38;3.3;2;4;4;Это здание построено из стандартных строительных материалов.
Склад 76;0.6;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
Логово 62;2.1;1;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Отель 37;2.4;3;1;3;Это здание не имеет особых архитектурных особенностей.
Парк 16;3.1;2;1;5;Это здание представляет собой типичный образец современной архитектуры.
Улей 14;0.6;2;1;4;Это здание имеет стандартную конструкцию.
Борть 76;1.0;3;2;2;Это здание не имеет особых архитектурных особенностей.
Гараж 50;3.8;5;1;1;Это здание представляет собой типичный образец современной архитектуры.
Офис 88;3.6;4;1;2;Это здание не имеет особых архитектурных особенностей.
Кладбище 46;1.0;5;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Банк 25;3.4;5;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Петля 100;3.7;4;5;2;Мне нравится дизайн этого здания.
Свиноферма 8;3.4;2;1;4;Это здание является примером функционального дизайна.
Гусятник 5;0.8;5;1;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Мансарда 25;2.2;1;1;2;Это здание не имеет особых архитектурных особенностей.
Свиноферма 69;1.3;4;2;2;У этого здания отличная архитектура.
Ресторан 42;1.5;3;5;1;Это здание имеет стандартную конструкцию.
Утятник 21;2.8;4;1;4;Это великолепное здание!
Кафе 87;2.5;5;2;5;Это здание имеет стандартную конструкцию.
Курятник 85;1.0;3;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Университет 24;1.8;1;5;5;Это здание не имеет особых архитектурных особенностей.
Логово 50;3.4;2;2;5;Это здание является примером функционального дизайна.
Лифт 59;4.0;5;2;5;Мне нравится дизайн этого здания.
Страусятник 25;4.6;5;3;4;Это здание не имеет особых архитектурных особенностей.
Порт 13;1.5;2;2;5;Это здание является примером функционального дизайна.
Скворечник 89;1.0;3;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Улей 94;0.4;5;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Церковь 50;2.8;3;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Институт 47;4.7;5;5;2;Это здание имеет стандартную конструкцию.
Лифт 59;2.1;5;4;3;Мне нравится дизайн этого здания.
Канализация 71;1.5;5;2;1;Это здание имеет стандартную конструкцию.
Скворечник 89;0.5;3;2;5;Это здание представляет собой типичный образец современной архитектуры.
Больница 70;2.4;5;5;5;Это здание представляет собой типичный образец современной архитектуры.
Эскалатор 37;0.2;4;1;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Верфь 25;3.5;2;4;4;Мне нравится дизайн этого здания.
Шале 62;4.0;2;5;3;Это здание очень функционально.
Ламарий 79;0.2;1;2;4;Это здание представляет собой типичный образец современной архитектуры.
Парк 32;4.9;2;5;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Гараж 50;3.2;4;3;4;Это великолепное здание!
Мостки 78;1.8;4;2;2;Это здание построено из стандартных строительных материалов.
Сеть 63;4.5;3;2;2;Это здание не имеет особых архитектурных особенностей.
Ферма 7;2.6;3;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Парк 16;2.2;4;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Мансарда 25;4.4;4;3;4;Это здание прекрасно вписывается в окружающий ландшафт.
Дуплянка 19;2.9;2;2;5;Это здание не имеет особых архитектурных особенностей.
Свиноферма 69;1.1;2;4;5;Это здание построено из стандартных строительных материалов.
Тоннель 30;3.7;5;4;1;Это здание не имеет особых архитектурных особенностей.
Парк 55;0.6;1;3;1;Это здание представляет собой типичный образец современной архитектуры.
Кафе 38;0.3;1;3;4;Это великолепное здание!
Логово 50;3.6;3;5;4;Это здание представляет собой типичный образец современной архитектуры.
Супермаркет 32;0.6;5;3;3;Мне нравится дизайн этого здания.
Мостки 47;0.8;3;4;2;Это здание представляет собой типичный образец современной архитектуры.
Ангар 18;4.5;3;5;1;Это здание очень функционально.
Офис 88;1.8;2;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Страусятник 25;2.6;3;4;5;Это здание представляет собой типичный образец современной архитектуры.
Электростанция 69;2.0;3;2;2;Это здание имеет стандартную конструкцию.
Утятник 22;4.1;5;4;3;Это здание имеет стандартную конструкцию.
Док 30;2.3;1;2;5;Это здание имеет стандартную конструкцию.
Кошара 38;1.3;5;2;4;Это здание не имеет особых архитектурных особенностей.
Шале 62;3.6;4;5;2;Это здание очень функционально.
Больница 70;0.7;4;1;5;Это здание является примером функционального дизайна.
Логово 50;4.2;3;4;3;Это здание очень функционально.
Логово 62;0.6;4;1;4;Это здание не имеет особых архитектурных особенностей.
Парк 16;0.3;2;5;1;Это здание имеет стандартную конструкцию.
Конюшня 60;0.3;3;3;2;Это здание очень функционально.
Школа 1;4.0;1;3;3;Это здание не имеет особых архитектурных особенностей.
Кафе 87;2.0;3;2;2;Это здание построено из стандартных строительных материалов.
Курятник 85;4.8;4;3;2;Это здание представляет собой типичный образец современной архитектуры.
Ферма 7;4.3;1;1;1;Это здание имеет стандартную конструкцию.
Церковь 50;2.9;2;2;4;Это здание не имеет особых архитектурных особенностей.
Утятник 22;0.5;1;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мануфактура 89;0.7;3;1;2;Это здание построено из стандартных строительных материалов.
Газопровод 16;4.5;1;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ресторан 74;2.6;4;4;4;Это здание очень функционально.
Эскалатор 37;5.0;5;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Мостки 47;3.9;2;2;5;У этого здания отличная архитектура.
Страусятник 25;2.9;2;3;3;Это здание представляет собой типичный образец современной архитектуры.
Свиноферма 69;5.0;1;1;1;Это здание имеет стандартную конструкцию.
Кафе 90;1.6;5;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Электростанция 69;4.4;5;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Волчатник 91;2.4;2;1;5;Это здание представляет собой типичный образец современной архитектуры.
Шале 48;0.9;2;3;1;Это здание является примером функционального дизайна.
